Type,Airline,Year,Month,Aircraft Number,Aircraft Hours,Aircraft Kilometres,Passenger Number,Passenger Kilometers,Seat Kilometers,Passenger Load Factor,Passenger Tonne Kilometer,Total Tonne Kilometer,Available Tonne Kilometer,Weight Load Factor
ScheduledDomestic,Star Air,2023,7,718,1011.0,19219.424,28405.0,19496.293,27522.63,70.837,1754.666,1754.666,10587.522,16.573
ScheduledDomestic,Star Air,2023,8,743,1040.0,486.322,31538.0,21696.698,28193.818,76.956,1952.703,1952.703,28193.818,6.926
ScheduledDomestic,Star Air,2023,9,667,941.0,451.015,25965.0,18810.917,25766.664,73.005,1692.983,1692.983,25766.664,6.57
ScheduledDomestic,Star Air,2023,10,818,1150.0,527.0,35635.0,23643.842,31235.65,75.695,2127.948,2127.948,31864.862,6.678
ScheduledDomestic,Star Air,2023,11,887,1233.0,558.03,41018.0,26776.415,34069.376,78.594,2381.764,2381.764,33619.576,7.084
ScheduledDomestic,Star Air,2023,12,969,1312.833,592.579,48813.0,30469.666,36665.122,83.103,2742.27,2742.27,36665.122,7.479
ScheduledDomestic,Star Air,2024,1,1009,1340.75,614.297,46974.0,29271.58,38275.728,76.476,2634.442,2634.442,35195.593,7.485
ScheduledDomestic,Star Air,2024,2,988,1394.083,604.859,47163.0,29669.571,38664.324,76.736,2670.261,2670.261,35251.992,7.575
ScheduledDomestic,Star Air,2024,3,1066,1523.75,655.751,43270.0,27502.298,41939.212,65.577,2475.207,2475.207,35860.304,6.902
ScheduledDomestic,Star Air,2024,4,1171,1621.833,749.12,52819.0,34429.715,46250.89,74.441,3098.674,3098.674,4162.58,74.441
ScheduledDomestic,Star Air,2024,5,1252,1751.417,792.464,57676.0,37329.769,49561.81,75.32,3359.679,3359.679,4460.563,75.32
ScheduledDomestic,Star Air,2024,6,1323,1824.333,836.421,58670.0,37953.997,53089.97,71.49,3415.86,3415.86,4778.097,71.49
ScheduledDomestic,Star Air,2024,7,1228,1719.417,745.994,52432.0,32345.331,46702.033,69.259,2911.08,2911.08,4203.183,69.259
ScheduledDomestic,Star Air,2024,8,1119,1592.41,699.94,51412.0,32197.531,43765.562,73.568,2897.778,2897.778,3938.901,73.568
ScheduledDomestic,Star Air,2024,9,1108,1584.917,703.505,47677.0,30294.262,45709.436,66.276,2726.484,2726.484,4113.849,66.276
ScheduledDomestic,Star Air,2024,10,1237,1799.917,770.248,56524.0,35784.091,49829.732,71.813,3220.568,3220.568,4484.676,71.813
ScheduledDomestic,Star Air,2024,11,1159,1554.583,674.448,56913.0,34157.0,46505.0,73.448,3073.83,3073.83,4185.217,73.445
ScheduledDomestic,Star Air,2024,12,1108,1463.417,613.539,59861.0,33877.0,43249.0,78.33,3049.033,3049.033,3892.074,78.34
ScheduledDomestic,Star Air,2025,1,1165,1569.0,663.122,62994.0,36718.377,46102.956,79.644,3302.0,3302.0,4149.266,79.58
ScheduledDomestic,Star Air,2025,2,1071,1460.083,610.873,59935.0,35512.0,42742.0,83.085,3195.0,3195.0,3849.0,83.009
ScheduledDomestic,Star Air,2025,3,1179,1608.583,686.451,60714.0,35061.0,47535.0,73.758,3263.0,3263.0,4277.0,76.292
ScheduledDomestic,Star Air,2025,4,1157,1712.167,668.273,61565.0,36459.128,45745.112,79.701,3281.322,3281.322,4117.06,79.701
ScheduledDomestic,Total Domestic,2015,1,50563,83076.77,45694.381,6216341.0,5918413.627,7078492.835,83.611,518293.547,562100.445,736657.136,76.304
ScheduledDomestic,Total Domestic,2015,2,46913,77742.71,42385.352,5988695.0,5662817.771,6541703.667,86.565,496089.399,539685.496,679197.244,79.459
ScheduledDomestic,Total Domestic,2015,3,53254,88517.43,48165.891,6250856.0,5866034.694,7445983.82,78.781,512246.992,557043.276,771037.213,72.246
ScheduledDomestic,Total Domestic,2015,4,53256,88373.59,48021.0,6538477.0,6203034.851,7436234.343,83.416,540764.953,585644.179,767892.561,76.266
ScheduledDomestic,Total Domestic,2015,5,56190,91562.63,50467.576,7097141.0,6807929.775,7829387.744,86.954,592576.145,641919.546,811030.74,79.149
ScheduledDomestic,Total Domestic,2015,7,57078,95562.85,51375.6,6747792.0,6372872.705,7947282.88,80.189,554366.532,604204.859,847199.591,71.318
ScheduledDomestic,Total Domestic,2015,8,57561,95132.48,51733.756,6735367.0,6335025.881,8020098.189,78.989,551476.876,600431.629,858084.543,69.973
ScheduledDomestic,Total Domestic,2015,9,56510,92384.81,50535.547,6637323.0,6232045.801,7856778.92,79.321,543339.439,591416.801,837682.293,70.602
ScheduledDomestic,Total Domestic,2015,10,59137,97315.67,52668.747,7008489.0,6678597.0,8295454.0,80.509,581115.294,633050.617,882860.643,71.704
ScheduledDomestic,Total Domestic,2015,11,59057,97334.73,51821.244,7289547.0,6954948.941,8353212.637,83.261,603940.83,649727.371,887690.877,73.193
ScheduledDomestic,Total Domestic,2015,12,58821,97684.9,52130.375,7674872.0,7331974.138,8430149.927,86.973,636397.92,684416.817,897349.106,76.271
ScheduledDomestic,Total Domestic,2016,1,60969,101540.73,53930.956,7620879.0,7270990.743,8629425.822,84.258,630077.543,9583729.5,14032225.5,68.298
ScheduledDomestic,Total Domestic,2016,2,58590,97464.566,52415.85,7443543.0,7043336.554,8301185.709,84.847,611126.425,11222063.52,16302899.409,68.835
ScheduledDomestic,Total Domestic,2016,3,63444,105991.29,56227.491,7835402.0,7454918.115,9001984.711,82.814,645399.349,11461513.883,17087852.953,67.074
ScheduledDomestic,Total Domestic,2016,4,63017,104680.697,55792.901,7896940.0,7530391.951,8961422.877,84.031,653894.725,10470435.239,16338431.083,64.085
ScheduledDomestic,Total Domestic,2016,5,66878,111832.976,59250.207,8623381.0,8231315.375,9523014.887,86.436,714792.829,11461818.682,17105924.76,67.005
ScheduledDomestic,Total Domestic,2016,7,66859,112375.664,59142.466,8475231.0,8041828.018,9558741.97,84.131,699278.046,11329280.73,17007907.34,66.612
ScheduledDomestic,Total Domestic,2016,8,66620,111550.706,59024.619,8349518.0,7837666.769,9530347.514,82.239,676468.418,12211835.611,18285522.83,66.784
ScheduledDomestic,Total Domestic,2016,9,65251,108061.493,57828.856,8198645.0,7714374.897,9347550.224,82.528,670212.893,12220975.747,17561114.242,69.591
ScheduledDomestic,Total Domestic,2016,10,70121,116108.409,62374.938,8640189.0,8182443.924,10090029.19,81.094,710288.402,13857592.51,21557267.832,64.283
ScheduledDomestic,Total Domestic,2016,11,69012,116256.829,61756.524,8941496.0,8496468.113,10056849.79,84.484,737468.541,11175390.754,16570665.022,67.441
ScheduledDomestic,Total Domestic,2016,12,70274,118384.776,63094.635,9516243.0,9078808.37,10236945.08,88.687,790976.578,12295675.962,17926162.274,68.591
ScheduledDomestic,Total Domestic,2017,1,70749,120523.478,63579.148,9548612.0,9184893.23,10406549.36,88.261,795626.373,11631090.806,17246089.338,67.442
ScheduledDomestic,Total Domestic,2017,2,64556,109411.313,57856.886,8616856.0,8227608.062,9439258.25,87.164,713118.384,10521928.994,15934864.623,66.031
ScheduledDomestic,Total Domestic,2017,3,71713,120620.829,63773.894,9007696.0,8548137.373,10452015.6,81.785,738475.05,11683785.16,17017661.239,68.657
ScheduledDomestic,Total Domestic,2017,4,69474,117314.779,61814.472,9100687.0,8688833.638,10155279.19,85.56,751794.0,10622664.8,15943931.77,66.625
ScheduledDomestic,Total Domestic,2017,5,74578,125749.143,66479.532,10140073.0,9716981.73,10934374.14,88.866,840004.07,11820529.51,16997962.88,69.541
ScheduledDomestic,Total Domestic,2017,7,74715,126025.309,66454.071,9533226.0,8995059.57,10812394.44,83.192,777248.0,11666641.32,16550099.271,70.493
ScheduledDomestic,Total Domestic,2017,8,74902,125519.67,66855.056,9663380.0,9092204.22,10884014.64,83.537,784035.92,11899636.37,16926861.93,70.3
ScheduledDomestic,Total Domestic,2017,9,73772,123288.15,66205.652,9550493.0,9066246.79,10732175.99,84.477,791605.743,13151248.663,18598501.485,70.711
ScheduledDomestic,Total Domestic,2017,10,79543,133994.761,71632.46,10418436.0,9894070.789,11664218.84,84.824,862977.33,12039902.07,17380180.748,69.274
ScheduledDomestic,Total Domestic,2017,11,75944,129225.742,68276.331,10453411.0,9887558.754,11084914.97,89.198,863146.405,11976888.685,17325290.98,69.13
ScheduledDomestic,Total Domestic,2017,12,81306,138668.566,73234.656,11206075.0,10671932.45,11924628.408,89.495,932200.177,12099188.957,17058890.168,70.926
ScheduledDomestic,Total Domestic,2018,1,83188,142439.465,74726.02,11448112.0,10825347.397,12154547.72,89.064,950024.513,1012091.691,1324380.703,76.42
ScheduledDomestic,Total Domestic,2018,2,76683,133431.639,68858.34,10720207.0,10139537.764,11144356.73,90.984,886627.992,947861.7,1210114.2,78.328
ScheduledDomestic,Total Domestic,2018,3,85495,146985.873,76830.32,11544833.0,10920177.484,12409988.994,87.995,954137.48,1022512.061,1347602.837,75.876
ScheduledDomestic,Total Domestic,2018,4,83695,145279.463,75328.559,11475498.0,10905934.266,12187071.814,89.488,952352.949,1018597.196,1330126.954,76.579
ScheduledDomestic,Total Domestic,2018,5,88321,154401.316,79654.871,11818634.0,11267295.49,12830892.273,87.814,988072.718,1062705.06,1416827.184,75.006
ScheduledDomestic,Total Domestic,2018,7,86694,155962.539,78703.357,11658023.0,11060615.778,12769860.014,86.615,977368.421,1055078.622,1403474.591,75.176
ScheduledDomestic,Total Domestic,2018,8,87903,151850.736,79614.934,11319216.0,10805587.347,12954826.768,83.41,958064.018,1034195.204,1448910.444,71.377
ScheduledDomestic,Total Domestic,2018,9,87353,154580.703,79710.592,11363706.0,10812669.802,12877618.255,83.965,964006.389,1040852.226,1441768.097,72.193
ScheduledDomestic,Total Domestic,2018,10,92661,161629.501,84296.276,11805382.0,11386615.685,13717681.753,83.007,1004563.225,1083195.18,1517816.585,71.365
ScheduledDomestic,Total Domestic,2018,11,89032,150652.429,81691.725,11606526.0,11190323.201,13299462.92,84.141,990750.797,1056575.539,1466408.956,72.052
ScheduledDomestic,Total Domestic,2018,12,93259,161978.746,85030.173,12649810.0,12242201.326,13992280.197,87.493,1068218.601,1137282.487,1535056.947,74.087
ScheduledDomestic,Total Domestic,2019,1,92783,160917.985,86032.053,12469075.0,12148303.733,14137706.812,85.928,1058423.494,1124981.488,1537297.295,73.179
ScheduledDomestic,Total Domestic,2019,2,81139,140023.118,74971.534,11321549.0,10972362.789,12312813.032,89.113,957124.649,1019380.557,1338844.955,76.139
ScheduledDomestic,Total Domestic,2019,3,85931,145050.633,79384.642,11557816.0,11247421.449,12997825.146,86.533,984153.146,1053478.044,1420363.503,74.17
ScheduledDomestic,Total Domestic,2019,4,81266,136682.409,74866.137,10967168.0,10680724.081,12208063.853,87.489,945195.594,1009000.293,1333076.696,75.69
ScheduledDomestic,Total Domestic,2019,5,87461,146507.009,80898.739,12151749.0,11838529.314,13170834.485,89.884,917378.447,980775.308,1440425.662,68.089
ScheduledDomestic,Total Domestic,2019,7,88200,147856.737,81138.376,11863940.0,11405957.149,13214569.811,86.313,873575.278,935330.74,1446463.861,64.663
ScheduledDomestic,Total Domestic,2019,8,88215,149885.1,81376.636,11756732.0,11291303.497,13266357.263,85.112,864039.803,925120.39,1469330.907,62.962
ScheduledDomestic,Total Domestic,2019,9,86221,143535.897,79070.423,11488069.0,11024517.007,12893995.178,85.501,851466.921,912034.128,1413605.323,64.518
ScheduledDomestic,Total Domestic,2019,10,93950,160082.617,86307.415,12280250.0,11871150.641,14206944.505,83.559,932733.463,995239.882,1901058.547,52.352
ScheduledDomestic,Total Domestic,2019,11,92388,157833.317,85169.619,12910135.0,12506421.33,13964081.045,89.561,950807.611,1007087.343,1615926.266,62.323
ScheduledDomestic,Total Domestic,2019,12,94910,163616.02,87198.168,12980408.0,12597794.208,14329674.653,87.914,983424.662,1035568.278,1963198.032,52.749
ScheduledDomestic,Total Domestic,2020,1,95487,167217.917,87578.654,12747591.0,12342405.013,14358228.317,85.961,1103675.247,1170943.13,1879823.067,62.29
ScheduledDomestic,Total Domestic,2020,2,90959,158679.22,82551.621,12331165.0,11864098.131,13521335.062,87.744,1061376.568,1126564.484,1732838.242,65.013
ScheduledDomestic,Total Domestic,2020,3,69310,119352.597,63148.053,7735665.0,7554543.337,10335611.312,73.092,672529.592,718335.421,1294166.806,55.506
ScheduledDomestic,Total Domestic,2020,5,3813,6210.657,3514.592,278417.0,276192.786,543695.401,50.799,24009.969,33547.311,70086.66,47.865
ScheduledDomestic,Total Domestic,2020,7,24770,39807.35,22909.716,2102854.0,2084440.595,3596291.372,57.961,181871.14,217536.423,411759.266,52.831
ScheduledDomestic,Total Domestic,2020,8,28834,48992.913,26999.941,2826148.0,2818761.814,4290205.499,65.702,246516.918,283239.614,357243.751,79.285
ScheduledDomestic,Total Domestic,2020,9,39628,69573.957,38357.758,3939687.0,4004630.932,6224370.913,64.338,350834.38,402451.072,671363.986,59.945
ScheduledDomestic,Total Domestic,2020,10,49150,86314.683,48124.801,5268696.0,5262536.299,7867784.854,66.887,461228.149,520586.048,830007.552,62.721
ScheduledDomestic,Total Domestic,2020,11,54132,95387.203,52151.589,6342589.0,6310968.174,8687053.394,72.648,555671.574,611283.37,944701.446,64.707
ScheduledDomestic,Total Domestic,2020,12,64002,113831.063,61151.401,7306064.0,7220783.461,10272902.886,70.29,630370.721,690168.253,1085015.774,63.609
ScheduledDomestic,Total Domestic,2021,1,67877,120426.3,64665.562,7704022.0,7568902.449,10933587.318,69.226,657349.64,713571.483,1148854.716,62.112
ScheduledDomestic,Total Domestic,2021,2,64327,113903.507,60788.152,7795243.0,7658045.604,10231200.894,74.85,669831.396,726859.251,1079400.046,67.339
ScheduledDomestic,Total Domestic,2021,3,71458,125840.273,67593.197,7787310.0,7724907.285,11340569.399,68.117,671541.672,734125.94,1198563.855,61.25
ScheduledDomestic,Total Domestic,2021,4,59967,104910.096,57652.871,5647434.0,5728118.78,9575037.095,59.823,498046.387,554330.448,1018396.959,54.432
ScheduledDomestic,Total Domestic,2021,5,27725,47577.02,27134.613,2037372.0,2048225.883,4155486.132,49.29,179235.641,219903.65,450263.431,48.839
ScheduledDomestic,Total Domestic,2021,6,31693,54456.777,30298.538,3028643.0,2923512.618,4658811.882,62.752,256137.739,303402.372,504022.19,60.196
ScheduledDomestic,Total Domestic,2021,7,47692,80539.23,44342.445,4897664.0,4702876.165,7075920.8,66.463,411759.672,467254.999,783759.867,59.617
ScheduledDomestic,Total Domestic,2021,8,58101,98409.27,54053.972,6544056.0,6263456.73,8700658.33,71.988,543359.863,606543.732,963323.738,62.964
ScheduledDomestic,Total Domestic,2021,9,61514,104485.037,56781.246,6891878.0,6577718.636,9095916.092,72.315,570017.422,635012.847,1006034.709,63.12
ScheduledDomestic,Total Domestic,2021,10,72491,117610.847,67690.728,8784144.0,8513938.104,11031288.355,77.18,743977.106,815006.377,1210735.403,67.315
ScheduledDomestic,Total Domestic,2021,11,81620,133035.36,76810.933,10471234.0,10165303.98,12698682.192,80.05,889520.276,952011.533,1624858.944,58.59
ScheduledDomestic,Total Domestic,2021,12,87258,152340.797,82148.041,11156079.0,10816546.432,13602345.165,79.52,943982.367,1013952.517,1485802.358,68.243
ScheduledDomestic,Total Domestic,2022,1,63541,107344.69,59516.357,6410579.0,6257032.427,9572230.255,65.367,542295.784,601601.605,1049350.859,57.331
ScheduledDomestic,Total Domestic,2022,2,57220,97246.117,54491.059,7695734.0,7477779.791,8762407.196,85.339,655346.839,714128.852,962197.425,74.219
ScheduledDomestic,Total Domestic,2022,3,80948,138064.413,77447.667,10619642.0,10303960.55,12526336.472,82.258,902379.369,971529.838,1377135.17,70.547
ScheduledDomestic,Total Domestic,2022,4,82056,140805.155,75866.247,10549088.0,10358205.732,12866084.866,80.508,909250.337,977326.395,1435686.72,68.074
ScheduledDomestic,Total Domestic,2022,5,86460,150271.389,80310.685,11470422.0,11296421.489,13625641.243,82.906,989466.064,1066547.647,1493794.225,71.399
ScheduledDomestic,Total Domestic,2022,6,83227,144081.0,77051.098,10514030.0,10336220.356,13072889.806,79.066,906953.925,982629.216,1435920.05,68.432
ScheduledDomestic,Total Domestic,2022,7,77875,134506.193,71378.84,9704934.0,9490947.17,12171655.028,77.976,836376.151,911893.042,1340844.459,68.009
ScheduledDomestic,Total Domestic,2022,8,79675,137319.613,73004.346,10115739.0,9793070.934,12423133.664,78.829,860982.413,930867.24,1366499.148,68.121
ScheduledDomestic,Total Domestic,2022,9,78018,121057.396,75411.923,10346833.0,9948401.47,12176891.893,81.699,875201.502,946050.769,1338805.996,70.664
ScheduledDomestic,Total Domestic,2022,10,84411,146089.043,78323.664,11400977.0,11114186.865,13357584.147,83.205,1017086.961,1097349.789,1570681.626,69.865
ScheduledDomestic,Total Domestic,2022,11,81994,141711.76,74161.81,11678582.0,11309408.439,12896110.379,87.696,990671.915,1054448.484,1417838.88,74.37
ScheduledDomestic,Total Domestic,2022,12,88128,148924.766,83787.993,12735454.0,12338508.321,13888987.929,88.837,1080393.856,1145941.992,1527685.701,75.012
ScheduledDomestic,Total Domestic,2023,1,90255,156603.907,81543.713,12551028.0,12076436.156,14230895.68,84.861,1057894.74,1120846.739,1566587.642,71.547
ScheduledDomestic,Total Domestic,2023,2,83384,143901.503,75024.997,12068372.0,11604148.11,13133152.954,88.358,1017514.076,1116186.24,1538554.562,72.548
ScheduledDomestic,Total Domestic,2023,3,92238,159301.831,82967.701,12893197.0,12426170.421,14506243.726,85.661,1089331.504,1204082.517,1715193.458,70.201
ScheduledDomestic,Total Domestic,2023,4,88734,155009.007,80144.485,12888410.0,12404425.443,14042821.756,88.333,1087790.757,1205750.104,1677690.167,71.87
ScheduledDomestic,Total Domestic,2023,5,88175,150971.767,79191.298,13214182.0,12691564.55,13846388.478,91.66,1112924.801,1241753.342,1670688.458,74.326
ScheduledDomestic,Total Domestic,2023,6,84316,145280.271,76227.455,12486601.0,12088470.697,13309594.444,90.825,1061997.817,1185560.952,1610917.491,73.595
ScheduledDomestic,Total Domestic,2023,7,87086,151799.965,97420.48,12100030.0,11606077.75,13795622.275,84.129,1020140.922,1136137.78,1643604.476,69.125
ScheduledDomestic,Total Domestic,2023,8,88237,152349.242,79942.811,12422673.0,11933920.133,14082444.312,84.743,1049906.366,1176302.507,1713045.038,68.667
ScheduledDomestic,Total Domestic,2023,9,86294,150543.227,72619.449,12246549.0,11790940.081,13770514.215,85.625,1036300.98,1136291.369,1638939.809,69.331
ScheduledDomestic,Total Domestic,2023,10,90887,156855.443,76630.338,12636742.0,12306501.461,14555249.139,84.55,1081846.842,1155811.963,1647351.431,70.162
ScheduledDomestic,Total Domestic,2023,11,89000,154862.85,74030.628,12735394.0,12354847.808,14317028.886,86.295,1082871.192,1155878.978,1620959.946,71.308
ScheduledDomestic,Total Domestic,2023,12,91529,159680.313,82918.777,13797352.0,13412434.493,14785876.648,90.711,1177066.555,1250648.374,1675898.889,74.626
ScheduledDomestic,Total Domestic,2024,1,88285,153450.083,79281.124,13131603.0,12586987.422,14112060.752,89.193,1111569.448,1187420.818,1599962.042,74.216
ScheduledDomestic,Total Domestic,2024,2,86423,149303.73,77207.128,12647306.0,12167513.132,13670247.715,89.007,1066924.442,1143693.994,1557824.677,73.416
ScheduledDomestic,Total Domestic,2024,3,94150,163359.283,84476.78,13367468.0,12907734.493,15001533.429,86.043,1112001.072,1191420.146,1687702.179,70.594
ScheduledDomestic,Total Domestic,2024,4,91733,156752.094,82252.75,13200048.0,12698343.114,14629152.313,86.802,1111295.976,1184932.768,1628019.838,72.784
ScheduledDomestic,Total Domestic,2024,5,93551,163681.983,83367.63,13795301.0,13269977.942,14933348.1,88.861,1206287.742,1286662.995,1679079.456,76.629
ScheduledDomestic,Total Domestic,2024,6,91493,160721.053,82100.694,13205828.0,12749368.114,14599559.232,87.327,1160333.683,1238335.546,1607837.651,77.019
ScheduledDomestic,Total Domestic,2024,7,92066,163437.664,82134.869,12986105.0,12493831.968,14696022.269,85.015,1138141.245,1217634.939,1616258.526,75.337
ScheduledDomestic,Total Domestic,2024,8,94682,167101.048,84614.191,13130699.0,12554284.206,15160868.528,82.807,1145773.522,1223974.749,1668973.64,73.337
ScheduledDomestic,Total Domestic,2024,9,92912,164274.926,83275.908,13027336.0,12504099.452,15062564.61,83.014,1128013.653,1205870.166,1655373.594,72.846
ScheduledDomestic,Total Domestic,2024,10,98186,174059.978,89104.095,13657193.0,13250708.525,16079937.08,82.405,1194888.671,1276261.109,1766931.791,72.23
ScheduledDomestic,Total Domestic,2024,11,94818,170824.209,86676.132,14250266.0,13932673.24,15584880.916,89.399,1257315.402,1326817.809,1698734.099,78.106
ScheduledDomestic,Total Domestic,2024,12,99013,180390.244,90224.315,14926352.0,14605597.663,16437901.131,88.853,1316172.499,1392165.158,1775932.588,78.391
ScheduledDomestic,Total Domestic,2025,1,98349,179964.352,153521.288,14702387.0,14408878.311,16319186.922,88.294,1300546.552,1373810.931,1752946.737,78.372
ScheduledDomestic,Total Domestic,2025,2,92319,169037.574,119161.847,14118495.0,13830670.08,15293560.877,90.435,1245552.242,1312092.548,1625140.721,80.737
ScheduledDomestic,Total Domestic,2025,3,102319,187150.222,148674.361,14541682.0,14245085.074,17000558.102,83.792,1281653.495,1359485.325,1826240.432,74.442
ScheduledDomestic,Total Domestic,2025,4,98211,181835.192,149795.029,14314688.0,14019254.017,16279343.898,86.117,1265245.934,1340982.475,1771164.269,75.712
ScheduledDomestic,TruJet,2015,7,144,190.0,58.3,8345.0,3391.0,4200.0,80.738,329.501,329.501,419.961,78.46
ScheduledDomestic,TruJet,2015,8,300,418.04,128.0,17932.0,7723.0,9223.0,83.736,748.344,748.344,922.306,81.138
ScheduledDomestic,TruJet,2015,9,340,466.29,146.0,19321.0,6287.0,7963.0,78.953,825.693,825.693,1049.659,78.663
ScheduledDomestic,TruJet,2015,10,421,562.36,176.0,22565.0,9591.0,12653.0,75.8,931.641,931.641,1265.342,73.628
ScheduledDomestic,TruJet,2015,11,454,614.87,187.0,25789.0,10722.0,13460.0,79.658,1044.125,1044.125,1346.026,77.571
ScheduledDomestic,TruJet,2015,12,470,652.19,212.0,27938.0,12636.0,15274.0,82.729,1229.0,1229.0,1527.0,80.485
ScheduledDomestic,TruJet,2016,1,486,694.17,220.0,29163.0,13182.0,15861.0,83.11,1283.0,1283.0,1583.0,81.049
ScheduledDomestic,TruJet,2016,2,450,650.916,204.0,25585.0,11608.0,14720.0,78.859,1139.0,1139.0,1472.0,77.378
ScheduledDomestic,TruJet,2016,3,496,708.9,227.0,27950.0,12695.0,16298.0,77.893,1241.0,1241.0,1630.0,76.135
ScheduledDomestic,TruJet,2016,4,588,836.49,264.0,32830.0,14684.0,18812.0,78.057,1430.0,1430.0,1881.0,76.023
ScheduledDomestic,TruJet,2016,5,719,1024.38,319.0,40842.0,18372.0,22767.0,80.696,1773.0,1773.0,2277.0,77.866
ScheduledDomestic,TruJet,2016,6,598,833.083,268.0,34524.0,15548.0,19201.0,80.975,1508.0,1508.0,1920.0,78.542
ScheduledDomestic,TruJet,2016,7,523,725.866,228.0,29327.0,12939.0,16300.0,79.38,1206.0,1206.0,1630.0,73.988
ScheduledDomestic,TruJet,2016,8,559,725.867,238.0,30534.0,13144.0,16921.0,77.679,1278.0,1278.0,1692.0,75.532
ScheduledDomestic,TruJet,2016,9,619,705.866,270.0,32677.0,14523.0,19213.0,75.589,1426.0,1426.0,1921.0,74.232
ScheduledDomestic,TruJet,2016,10,728,1011.65,320.0,39022.0,17304.0,22838.0,75.768,1674.0,1674.0,2284.0,73.292
ScheduledDomestic,TruJet,2016,11,709,1009.316,316.0,40965.0,18287.0,22510.0,81.239,1786.0,1786.0,2251.0,79.343
ScheduledDomestic,TruJet,2016,12,550,817.433,264.0,31059.0,14837.0,18764.0,79.072,1438.0,1438.0,1876.0,76.652
ScheduledDomestic,TruJet,2017,1,621,874.916,279.0,33031.0,14782.0,19773.0,74.759,1434.0,1434.0,1977.0,72.534
ScheduledDomestic,TruJet,2017,2,701,970.7,309.0,38779.0,16980.0,22048.0,77.014,1660.0,1660.0,2205.0,75.283
ScheduledDomestic,TruJet,2017,3,758,1054.583,331.0,41219.0,17911.0,23582.0,75.952,1751.0,1751.0,2358.0,74.258
ScheduledDomestic,TruJet,2017,4,903,1248.9,388.57,47846.0,20604.0,27622.0,74.593,2008.0,2008.0,2762.0,72.701
ScheduledDomestic,TruJet,2017,5,903,1222.883,383.92,51103.0,21940.0,27329.0,80.281,2114.0,2114.0,2733.0,77.351
ScheduledDomestic,TruJet,2017,6,781,1061.05,328.0,41730.0,17603.0,23263.0,75.67,1732.0,1732.0,2360.0,73.39
ScheduledDomestic,TruJet,2017,7,780,1041.833,326.012,44254.0,18563.0,23007.0,80.684,1803.52,1803.52,2346.091,76.873
ScheduledDomestic,TruJet,2017,8,786,1047.65,327.576,46586.0,19229.0,23113.0,83.196,1869.0,1869.0,2356.0,79.329
ScheduledDomestic,TruJet,2017,9,775,1018.7,318.932,40860.0,16752.0,22530.0,74.354,1576.883,1576.883,2295.425,68.697
ScheduledDomestic,TruJet,2017,10,813,1053.866,322.0,37466.0,15009.0,22832.0,65.737,1459.89,1459.89,2487.038,58.7
ScheduledDomestic,TruJet,2017,11,594,775.666,233.0,28708.0,11383.0,16608.0,68.539,1232.855,1232.855,1931.04,63.844
ScheduledDomestic,TruJet,2017,12,560,705.883,202.0,29421.0,10859.0,14350.0,75.672,1047.402,1047.402,1457.878,71.844
ScheduledDomestic,TruJet,2018,1,617,758.166,219.0,32892.0,11938.0,15509.0,76.975,1192.423,1192.423,1578.701,75.532
ScheduledDomestic,TruJet,2018,2,568,716.9,201.7,30606.0,11033.0,14338.0,76.949,1078.562,1078.562,1452.751,74.243
ScheduledDomestic,TruJet,2018,3,846,1031.95,295.0,42651.0,15114.1,20997.9,71.979,1471.751,1471.751,2124.461,69.276
ScheduledDomestic,TruJet,2018,4,950,1183.483,337.0,52947.0,18909.1,23717.4,79.727,1835.609,1835.609,2431.562,75.491
ScheduledDomestic,TruJet,2018,5,980,1239.3,349.0,56818.0,20529.5,24827.8,82.688,1925.336,1925.336,2511.706,76.655
ScheduledDomestic,TruJet,2018,6,938,1185.833,333.0,52173.0,18740.5,23724.1,78.994,1945.931,1945.931,2401.164,81.041
ScheduledDomestic,TruJet,2018,7,980,1230.117,349.0,51402.0,18556.3,24820.5,74.762,1807.14,1807.14,2511.727,71.948
ScheduledDomestic,TruJet,2018,8,948,1164.083,334.0,50627.0,18001.07,23772.3,75.723,1752.319,1752.319,2404.454,72.878
ScheduledDomestic,TruJet,2018,9,938,1158.3,333.0,50203.0,18040.295,23714.406,76.073,1765.795,1765.795,2398.493,73.621
ScheduledDomestic,TruJet,2018,10,984,1234.466,350.0,56337.0,20281.443,24822.468,81.706,1964.803,1964.803,2521.901,77.91
ScheduledDomestic,TruJet,2018,11,955,1203.967,340.0,52696.0,19005.415,24115.256,78.811,1846.307,1846.307,2450.002,75.359
ScheduledDomestic,TruJet,2018,12,1009,1278.167,360.774,57038.0,20583.199,25622.42,80.333,1997.731,1997.731,2597.573,76.908
ScheduledDomestic,TruJet,2019,1,1064,1337.05,382.432,58143.0,21171.632,27132.828,78.03,2059.802,2059.802,2753.51,74.806
ScheduledDomestic,TruJet,2019,2,966,1209.817,343.0,51164.0,18471.718,24335.824,75.903,1826.834,1826.834,2469.154,73.986
ScheduledDomestic,TruJet,2019,3,1073,1335.8,377.0,53946.0,19170.635,26175.664,73.238,1887.963,1887.963,2710.994,69.641
ScheduledDomestic,TruJet,2019,4,1146,1453.233,412.0,57496.0,20760.5,28595.87,72.6,2076.05,2076.05,2962.829,70.07
ScheduledDomestic,TruJet,2019,5,1216,1548.817,431.0,64218.0,22868.0,30005.0,76.214,2227.753,2227.753,3043.687,73.193
